PUMA_ASSAY_ID,roc_auc,balanced_acc,precision,recall,auprc,f1_score,auprg
269_747,0.5621735648778643,0.5524580162082386,0.049681888384415875,0.49578666741053123,0.05814674657361002,0.08998246106543797,0.015653523228402483
27_38,0.5836515151515151,0.5820959595959596,0.6728571428571428,0.42000000000000004,0.6397835492394316,0.48085052202699263,0.08001897252787346
27_39,0.7093928062678063,0.6761752136752136,0.5257142857142858,0.6083333333333333,0.5238626079802551,0.4825396825396825,0.10074678888291506
270_748,0.5536341592866463,0.5426440199534129,0.008924643416316387,0.48151848151848153,0.016091348940669416,0.017502875617793356,0.004623220493888849
271_749,0.5179214181452315,0.519445059988106,0.15432253543266775,0.41322564576958654,0.1785295227086891,0.2230593238619519,0.018815998665868448
272_750,0.4171707714243781,0.45936495568751673,0.02071427673279808,0.4336842105263158,0.02280019483826271,0.03937115814032581,-0.0035515214047710762
273_751,0.44193343163438986,0.4532864869613956,0.02063946629398449,0.38269230769230766,0.025458114057828933,0.03903167148296546,-0.003516156419298609
274_752,0.43748549564113287,0.4583390664274799,0.00590019392945285,0.4108785950891214,0.006569386658893496,0.011628033811709376,-0.0010012701890659244
275_753,0.8442482048744571,0.7902121870865464,0.09328029920664574,0.8277777777777778,0.4378825605481359,0.16590237484058803,0.26438442703651555
275_754,0.5194615675306645,0.5029397639441215,0.0071699547891431415,0.39588100686498856,0.034391412013153856,0.014082775351193951,0.013051432729840776
276_755,0.46364747957016633,0.45616999963248916,0.008629490402130235,0.3476143790849673,0.011354532556541815,0.016830908571740556,-0.0005137137444989374
277_756,0.6959046339484756,0.6546190423510787,0.003334439686448447,0.58,0.032527601114399916,0.006627425641014104,0.01728865802702059
278_757,0.5258981995007215,0.5174446767606296,0.03188671769305958,0.43961937301444587,0.03993927676860389,0.05943566714384191,0.007551100796533957
279_758,0.45614920892608335,0.44504953462371705,0.004533185135168146,0.32571428571428573,0.009609552139914853,0.00893917607554565,0.0012501518378744527
280_759,0.6715184010117727,0.6493748034571091,0.02049911938512803,0.6290990627020039,0.02346232571701276,0.03966010944791978,0.010860291803446926
281_760,0.4789302020569567,0.5034628142463751,0.013762270500245918,0.5633333333333334,0.042976080422287614,0.026770586599919523,0.0018907716702994317
283_762,0.5600282645868909,0.5369506276800644,0.07948716320250342,0.45031578947368417,0.12917044393862065,0.13414414763162533,0.04135564019553026
3_3,0.9083333333333333,0.8291666666666666,0.3214285714285714,1.0,0.5,0.4583333333333333,0.16608391608391607
37_69,0.7708333333333334,0.7916666666666666,0.35,1.0,0.5,0.5,0.06944444444444445
37_70,0.3125,0.34375,0.0,0.0,0.19583333333333333,0.0,-0.03263888888888889
37_74,0.75,0.7678571428571428,0.45,1.0,0.75,0.6190476190476191,0.1527777777777778
40_95,0.7731481481481483,0.6203703703703703,0.17777777777777778,0.6666666666666666,0.4166666666666667,0.27777777777777773,0.0824074074074074
40_96,0.4513888888888889,0.3472222222222222,0.0,0.0,0.22916666666666666,0.0,0.009027777777777773
46_120,0.9555555555555555,0.7,0.5666666666666667,1.0,0.9444444444444444,0.6933333333333334,0.05777777777777778
5_5,0.5846949891067538,0.5193014705882353,0.09027777777777778,0.5,0.21237373737373738,0.15000000000000002,0.004834054834054846
53_178,0.5625,0.43125,0.05,0.5,0.20833333333333331,0.09090909090909091,0.003156565656565656
7_11,0.6875,0.6180555555555555,0.38888888888888884,0.8333333333333334,0.6031746031746031,0.5277777777777778,0.07103174603174603
70_211,0.1349206349206349,0.18230625583566762,0.0,0.0,0.10899470899470898,0.0,-0.03386243386243386
71_212,0.4785714285714286,0.5410714285714286,0.25,0.75,0.5277777777777778,0.375,-0.04494949494949495
71_213,0.5083333333333333,0.55,0.45833333333333326,0.75,0.6319444444444444,0.5666666666666667,0.03560606060606062
